1112;2322625;102219;40664
1390;2342599;102219;81184
1236;2362746;109150;70219
1291;2383065;103089;64749
1427;2403559;100958;113505
1562;2424230;98827;162261
1608;2451997;99764;175338
2113;2471990;98174;20970
1943;2490878;98174;21755
2249;2508698;96585;25020
2044;2527087;96565;21581
2282;2544315;95656;22042
2240;2560675;106392;22434
2062;2576596;110187;27189
