111200;2322625;102219;406640
139000;2342599;102219;811840
123600;2362746;109150;702190
129100;2383065;103089;647490
142700;2403559;100958;1135050
156200;2424230;98827;1622610
160800;2451997;99764;1753380
211300;2471990;98174;209700
194300;2490878;98174;217550
224900;2508698;96585;250200
204400;2527087;96565;215810
228200;2544315;95656;220420
224000;2560675;106392;224340
206200;2576596;110187;271890
