1427;2322625;102219;92015
880;2342599;102219;80276
1113;2362746;109150;90233
898;2383065;103089;67154
863;2403559;100958;67448
828;2424230;98827;67741
716;2451997;99764;49628
598;2471990;98174;4943
910;2490878;98174;5584
940;2508698;96585;9535
804;2527087;96565;7095
3019;2544315;95656;7831
2739;2560675;106392;35078
2754;2576596;110187;41259
